epsilon,tag,section,method,statistic,value
0.1,1e-01,rho_F,jacobi,n,256
0.1,1e-01,rho_F,jacobi,mean,0.4186548032526376
0.1,1e-01,rho_F,jacobi,median,0.3980817499918401
0.1,1e-01,rho_F,jacobi,std,0.06475077315526852
0.1,1e-01,rho_F,jacobi,p95,0.530457977735717
0.1,1e-01,rho_F,jacobi,max,0.695329846987869
0.1,1e-01,rho_F,jacobi,frac_gt_1,0.0
0.1,1e-01,rho_F,jacobi,mean_energy,0.17944812932233395
0.1,1e-01,rho_F,gs,n,256
0.1,1e-01,rho_F,gs,mean,0.35247224374904795
0.1,1e-01,rho_F,gs,median,0.33896846758668864
0.1,1e-01,rho_F,gs,std,0.05097578832403391
0.1,1e-01,rho_F,gs,p95,0.44296745836557905
0.1,1e-01,rho_F,gs,max,0.5121500848949122
0.1,1e-01,rho_F,gs,frac_gt_1,0.0
0.1,1e-01,rho_F,gs,mean_energy,0.12682506309704478
0.1,1e-01,rho_F,sgs_ssor,n,256
0.1,1e-01,rho_F,sgs_ssor,mean,0.17566682864743893
0.1,1e-01,rho_F,sgs_ssor,median,0.16677232273293635
0.1,1e-01,rho_F,sgs_ssor,std,0.038587258901599905
0.1,1e-01,rho_F,sgs_ssor,p95,0.23980297682574955
0.1,1e-01,rho_F,sgs_ssor,max,0.33050877604100287
0.1,1e-01,rho_F,sgs_ssor,frac_gt_1,0.0
0.1,1e-01,rho_F,sgs_ssor,mean_energy,0.03234199492194115
0.1,1e-01,rho_F,deeponet_plain,n,256
0.1,1e-01,rho_F,deeponet_plain,mean,0.8994180447418799
0.1,1e-01,rho_F,deeponet_plain,median,0.9384520684414617
0.1,1e-01,rho_F,deeponet_plain,std,0.10635720014555572
0.1,1e-01,rho_F,deeponet_plain,p95,0.998600685669036
0.1,1e-01,rho_F,deeponet_plain,max,1.0015640600302425
0.1,1e-01,rho_F,deeponet_plain,frac_gt_1,0.03515625
0.1,1e-01,rho_F,deeponet_plain,mean_energy,0.8202204863003315
0.1,1e-01,rho_F,deeponet_skip,n,256
0.1,1e-01,rho_F,deeponet_skip,mean,0.37148809794098137
0.1,1e-01,rho_F,deeponet_skip,median,0.36158947969785593
0.1,1e-01,rho_F,deeponet_skip,std,0.06749054897396461
0.1,1e-01,rho_F,deeponet_skip,p95,0.49003887527508655
0.1,1e-01,rho_F,deeponet_skip,max,0.664637176461747
0.1,1e-01,rho_F,deeponet_skip,frac_gt_1,0.0
0.1,1e-01,rho_F,deeponet_skip,mean_energy,0.14254058824464338
0.1,1e-01,rho_F,deeponet_skip_fourier,n,256
0.1,1e-01,rho_F,deeponet_skip_fourier,mean,0.3100085673734265
0.1,1e-01,rho_F,deeponet_skip_fourier,median,0.313277124208759
0.1,1e-01,rho_F,deeponet_skip_fourier,std,0.061395112276277024
0.1,1e-01,rho_F,deeponet_skip_fourier,p95,0.4060428467575359
0.1,1e-01,rho_F,deeponet_skip_fourier,max,0.5804181145029136
0.1,1e-01,rho_F,deeponet_skip_fourier,frac_gt_1,0.0
0.1,1e-01,rho_F,deeponet_skip_fourier,mean_energy,0.09985994759457767
0.1,1e-01,rho_C,jacobi,n,256
0.1,1e-01,rho_C,jacobi,mean,0.6883113910510895
0.1,1e-01,rho_C,jacobi,median,0.6710509205204933
0.1,1e-01,rho_C,jacobi,std,0.15581811503189552
0.1,1e-01,rho_C,jacobi,p95,0.92083744677995
0.1,1e-01,rho_C,jacobi,max,0.954734895095154
0.1,1e-01,rho_C,jacobi,frac_gt_1,0.0
0.1,1e-01,rho_C,jacobi,mean_energy,0.49795701506585666
0.1,1e-01,rho_C,gs,n,256
0.1,1e-01,rho_C,gs,mean,0.5475702135315543
0.1,1e-01,rho_C,gs,median,0.49790665365465914
0.1,1e-01,rho_C,gs,std,0.1505828855315283
0.1,1e-01,rho_C,gs,p95,0.8082044327263304
0.1,1e-01,rho_C,gs,max,0.8856306646536107
0.1,1e-01,rho_C,gs,frac_gt_1,0.0
0.1,1e-01,rho_C,gs,mean_energy,0.3224197691408411
0.1,1e-01,rho_C,sgs_ssor,n,256
0.1,1e-01,rho_C,sgs_ssor,mean,0.3761302340684285
0.1,1e-01,rho_C,sgs_ssor,median,0.32684569320074786
0.1,1e-01,rho_C,sgs_ssor,std,0.16849678279016952
0.1,1e-01,rho_C,sgs_ssor,p95,0.6941983891075885
0.1,1e-01,rho_C,sgs_ssor,max,0.8065862399861233
0.1,1e-01,rho_C,sgs_ssor,frac_gt_1,0.0
0.1,1e-01,rho_C,sgs_ssor,mean_energy,0.16975421579956057
0.1,1e-01,rho_C,deeponet_plain,n,256
0.1,1e-01,rho_C,deeponet_plain,mean,1.009521581162008
0.1,1e-01,rho_C,deeponet_plain,median,1.008743618789334
0.1,1e-01,rho_C,deeponet_plain,std,0.006917448865029485
0.1,1e-01,rho_C,deeponet_plain,p95,1.0203714088436273
0.1,1e-01,rho_C,deeponet_plain,max,1.0546420382085995
0.1,1e-01,rho_C,deeponet_plain,frac_gt_1,0.9765625
0.1,1e-01,rho_C,deeponet_plain,mean_energy,1.0191814870122862
0.1,1e-01,rho_C,deeponet_skip,n,256
0.1,1e-01,rho_C,deeponet_skip,mean,0.672280828518244
0.1,1e-01,rho_C,deeponet_skip,median,0.652002660685411
0.1,1e-01,rho_C,deeponet_skip,std,0.16724365594908824
0.1,1e-01,rho_C,deeponet_skip,p95,0.9157116133886549
0.1,1e-01,rho_C,deeponet_skip,max,0.9509302095494228
0.1,1e-01,rho_C,deeponet_skip,frac_gt_1,0.0
0.1,1e-01,rho_C,deeponet_skip,mean_energy,0.4798226933153654
0.1,1e-01,rho_C,deeponet_skip_fourier,n,256
0.1,1e-01,rho_C,deeponet_skip_fourier,mean,0.6534898226495276
0.1,1e-01,rho_C,deeponet_skip_fourier,median,0.6332573190902733
0.1,1e-01,rho_C,deeponet_skip_fourier,std,0.1739910954713867
0.1,1e-01,rho_C,deeponet_skip_fourier,p95,0.9050167945535332
0.1,1e-01,rho_C,deeponet_skip_fourier,max,0.9448999062906327
0.1,1e-01,rho_C,deeponet_skip_fourier,frac_gt_1,0.0
0.1,1e-01,rho_C,deeponet_skip_fourier,mean_energy,0.4572035960891281
0.1,1e-01,rho_TG,jacobi,n,256
0.1,1e-01,rho_TG,jacobi,mean,0.26566083069763446
0.1,1e-01,rho_TG,jacobi,median,0.2950124846869011
0.1,1e-01,rho_TG,jacobi,std,0.10229975206142991
0.1,1e-01,rho_TG,jacobi,p95,0.38890667082711405
0.1,1e-01,rho_TG,jacobi,max,0.5039296643249811
0.1,1e-01,rho_TG,jacobi,frac_gt_1,0.0
0.1,1e-01,rho_TG,jacobi,mean_energy,0.08100003639788164
0.1,1e-01,rho_TG,gs,n,256
0.1,1e-01,rho_TG,gs,mean,0.21914182866145265
0.1,1e-01,rho_TG,gs,median,0.2485172482748692
0.1,1e-01,rho_TG,gs,std,0.06877890262573866
0.1,1e-01,rho_TG,gs,p95,0.29974603537780853
0.1,1e-01,rho_TG,gs,max,0.34049757364369443
0.1,1e-01,rho_TG,gs,frac_gt_1,0.0
0.1,1e-01,rho_TG,gs,mean_energy,0.05273519985358631
0.1,1e-01,rho_TG,sgs_ssor,n,256
0.1,1e-01,rho_TG,sgs_ssor,mean,0.13157769777051748
0.1,1e-01,rho_TG,sgs_ssor,median,0.12870731312564482
0.1,1e-01,rho_TG,sgs_ssor,std,0.023827623143738336
0.1,1e-01,rho_TG,sgs_ssor,p95,0.16817857237342132
0.1,1e-01,rho_TG,sgs_ssor,max,0.25162176028892375
0.1,1e-01,rho_TG,sgs_ssor,frac_gt_1,0.0
0.1,1e-01,rho_TG,sgs_ssor,mean_energy,0.017878228379860747
0.1,1e-01,rho_TG,deeponet_plain,n,256
0.1,1e-01,rho_TG,deeponet_plain,mean,0.5736033554810487
0.1,1e-01,rho_TG,deeponet_plain,median,0.6700482212401169
0.1,1e-01,rho_TG,deeponet_plain,std,0.2959737556547451
0.1,1e-01,rho_TG,deeponet_plain,p95,0.8869162952619944
0.1,1e-01,rho_TG,deeponet_plain,max,0.9935445573126049
0.1,1e-01,rho_TG,deeponet_plain,frac_gt_1,0.0
0.1,1e-01,rho_TG,deeponet_plain,mean_energy,0.41627908414285103
0.1,1e-01,rho_TG,deeponet_skip,n,256
0.1,1e-01,rho_TG,deeponet_skip,mean,0.24648859389356886
0.1,1e-01,rho_TG,deeponet_skip,median,0.27638198388632745
0.1,1e-01,rho_TG,deeponet_skip,std,0.09174194228654887
0.1,1e-01,rho_TG,deeponet_skip,p95,0.3467732839028577
0.1,1e-01,rho_TG,deeponet_skip,max,0.468506488375333
0.1,1e-01,rho_TG,deeponet_skip,frac_gt_1,0.0
0.1,1e-01,rho_TG,deeponet_skip,mean_energy,0.06914033361298674
0.1,1e-01,rho_TG,deeponet_skip_fourier,n,256
0.1,1e-01,rho_TG,deeponet_skip_fourier,mean,0.2251397346720238
0.1,1e-01,rho_TG,deeponet_skip_fourier,median,0.24670161541471924
0.1,1e-01,rho_TG,deeponet_skip_fourier,std,0.07717709086293911
0.1,1e-01,rho_TG,deeponet_skip_fourier,p95,0.3065520941658368
0.1,1e-01,rho_TG,deeponet_skip_fourier,max,0.4070024719480302
0.1,1e-01,rho_TG,deeponet_skip_fourier,frac_gt_1,0.0
0.1,1e-01,rho_TG,deeponet_skip_fourier,mean_energy,0.05662093667227881
0.1,1e-01,rho_TG,coarse_only,n,256
0.1,1e-01,rho_TG,coarse_only,mean,0.6095354842159348
0.1,1e-01,rho_TG,coarse_only,median,0.737348136010564
0.1,1e-01,rho_TG,coarse_only,std,0.3173193478269543
0.1,1e-01,rho_TG,coarse_only,p95,0.926498676507656
0.1,1e-01,rho_TG,coarse_only,max,0.992824689070647
0.1,1e-01,rho_TG,coarse_only,frac_gt_1,0.0
0.1,1e-01,rho_TG,coarse_only,mean_energy,0.47183174858420396
0.1,1e-01,rho_TG_on_eF,jacobi,n,256
0.1,1e-01,rho_TG_on_eF,jacobi,mean,0.3842475062694516
0.1,1e-01,rho_TG_on_eF,jacobi,median,0.37367521585952457
0.1,1e-01,rho_TG_on_eF,jacobi,std,0.07431431651731756
0.1,1e-01,rho_TG_on_eF,jacobi,p95,0.5223278389890771
0.1,1e-01,rho_TG_on_eF,jacobi,max,0.6947283858617102
0.1,1e-01,rho_TG_on_eF,jacobi,frac_gt_1,0.0
0.1,1e-01,rho_TG_on_eF,jacobi,mean_energy,0.15314719098857424
0.1,1e-01,rho_TG_on_eF,gs,n,256
0.1,1e-01,rho_TG_on_eF,gs,mean,0.2713544398813048
0.1,1e-01,rho_TG_on_eF,gs,median,0.26791957294637947
0.1,1e-01,rho_TG_on_eF,gs,std,0.054960535906827396
0.1,1e-01,rho_TG_on_eF,gs,p95,0.3599761205158201
0.1,1e-01,rho_TG_on_eF,gs,max,0.4319989183133354
0.1,1e-01,rho_TG_on_eF,gs,frac_gt_1,0.0
0.1,1e-01,rho_TG_on_eF,gs,mean_energy,0.07664209309535623
0.1,1e-01,rho_TG_on_eF,sgs_ssor,n,256
0.1,1e-01,rho_TG_on_eF,sgs_ssor,mean,0.15533974416315832
0.1,1e-01,rho_TG_on_eF,sgs_ssor,median,0.14836098236670542
0.1,1e-01,rho_TG_on_eF,sgs_ssor,std,0.03562716668734739
0.1,1e-01,rho_TG_on_eF,sgs_ssor,p95,0.2264632353540054
0.1,1e-01,rho_TG_on_eF,sgs_ssor,max,0.27570215663789643
0.1,1e-01,rho_TG_on_eF,sgs_ssor,frac_gt_1,0.0
0.1,1e-01,rho_TG_on_eF,sgs_ssor,mean_energy,0.02539477293922567
0.1,1e-01,rho_TG_on_eF,deeponet_plain,n,256
0.1,1e-01,rho_TG_on_eF,deeponet_plain,mean,0.8942298726256415
0.1,1e-01,rho_TG_on_eF,deeponet_plain,median,0.9346744366497889
0.1,1e-01,rho_TG_on_eF,deeponet_plain,std,0.11036608728734473
0.1,1e-01,rho_TG_on_eF,deeponet_plain,p95,0.9979436308814141
0.1,1e-01,rho_TG_on_eF,deeponet_plain,max,1.0012990566573265
0.1,1e-01,rho_TG_on_eF,deeponet_plain,frac_gt_1,0.03125
0.1,1e-01,rho_TG_on_eF,deeponet_plain,mean_energy,0.811780157564411
0.1,1e-01,rho_TG_on_eF,deeponet_skip,n,256
0.1,1e-01,rho_TG_on_eF,deeponet_skip,mean,0.33959683142068103
0.1,1e-01,rho_TG_on_eF,deeponet_skip,median,0.3346139978697851
0.1,1e-01,rho_TG_on_eF,deeponet_skip,std,0.07575383998287985
0.1,1e-01,rho_TG_on_eF,deeponet_skip,p95,0.4809070369896553
0.1,1e-01,rho_TG_on_eF,deeponet_skip,max,0.6633562591400843
0.1,1e-01,rho_TG_on_eF,deeponet_skip,frac_gt_1,0.0
0.1,1e-01,rho_TG_on_eF,deeponet_skip,mean_energy,0.12104223560393013
0.1,1e-01,rho_TG_on_eF,deeponet_skip_fourier,n,256
0.1,1e-01,rho_TG_on_eF,deeponet_skip_fourier,mean,0.28026360684156515
0.1,1e-01,rho_TG_on_eF,deeponet_skip_fourier,median,0.2882864956312686
0.1,1e-01,rho_TG_on_eF,deeponet_skip_fourier,std,0.06671736855590836
0.1,1e-01,rho_TG_on_eF,deeponet_skip_fourier,p95,0.39390342668567646
0.1,1e-01,rho_TG_on_eF,deeponet_skip_fourier,max,0.5734223137848974
0.1,1e-01,rho_TG_on_eF,deeponet_skip_fourier,frac_gt_1,0.0
0.1,1e-01,rho_TG_on_eF,deeponet_skip_fourier,mean_energy,0.08298150905848146
0.1,1e-01,rho_TG_on_eF,coarse_only,n,256
0.1,1e-01,rho_TG_on_eF,coarse_only,mean,1.0
0.1,1e-01,rho_TG_on_eF,coarse_only,median,1.0
0.1,1e-01,rho_TG_on_eF,coarse_only,std,4.0228409678603695e-16
0.1,1e-01,rho_TG_on_eF,coarse_only,p95,1.0000000000000007
0.1,1e-01,rho_TG_on_eF,coarse_only,max,1.000000000000001
0.1,1e-01,rho_TG_on_eF,coarse_only,frac_gt_1,0.48046875
0.1,1e-01,rho_TG_on_eF,coarse_only,mean_energy,1.0000000000000002
0.1,1e-01,rho_F_repeated_3_steps,jacobi,n,256
0.1,1e-01,rho_F_repeated_3_steps,jacobi,mean,0.16990758503850376
0.1,1e-01,rho_F_repeated_3_steps,jacobi,median,0.1524308304132296
0.1,1e-01,rho_F_repeated_3_steps,jacobi,std,0.057616401767763066
0.1,1e-01,rho_F_repeated_3_steps,jacobi,p95,0.283536893121883
0.1,1e-01,rho_F_repeated_3_steps,jacobi,max,0.3982445172647364
0.1,1e-01,rho_F_repeated_3_steps,jacobi,frac_gt_1,0.0
0.1,1e-01,rho_F_repeated_3_steps,jacobi,mean_energy,0.03217526982443433
0.1,1e-01,rho_F_repeated_3_steps,gs,n,256
0.1,1e-01,rho_F_repeated_3_steps,gs,mean,0.08261185330418525
0.1,1e-01,rho_F_repeated_3_steps,gs,median,0.07518069933098982
0.1,1e-01,rho_F_repeated_3_steps,gs,std,0.02264201066916941
0.1,1e-01,rho_F_repeated_3_steps,gs,p95,0.12551882730135527
0.1,1e-01,rho_F_repeated_3_steps,gs,max,0.15399792939263238
0.1,1e-01,rho_F_repeated_3_steps,gs,frac_gt_1,0.0
0.1,1e-01,rho_F_repeated_3_steps,gs,mean_energy,0.007335376372842103
0.1,1e-01,rho_F_repeated_3_steps,sgs_ssor,n,256
0.1,1e-01,rho_F_repeated_3_steps,sgs_ssor,mean,0.04270109233353629
0.1,1e-01,rho_F_repeated_3_steps,sgs_ssor,median,0.03780126703538121
0.1,1e-01,rho_F_repeated_3_steps,sgs_ssor,std,0.020742190991384264
0.1,1e-01,rho_F_repeated_3_steps,sgs_ssor,p95,0.08450801210291445
0.1,1e-01,rho_F_repeated_3_steps,sgs_ssor,max,0.13100735793502688
0.1,1e-01,rho_F_repeated_3_steps,sgs_ssor,frac_gt_1,0.0
0.1,1e-01,rho_F_repeated_3_steps,sgs_ssor,mean_energy,0.0022519411545099304
0.1,1e-01,rho_F_repeated_3_steps,deeponet_plain,n,256
0.1,1e-01,rho_F_repeated_3_steps,deeponet_plain,mean,0.9025603990396929
0.1,1e-01,rho_F_repeated_3_steps,deeponet_plain,median,0.9404011260101415
0.1,1e-01,rho_F_repeated_3_steps,deeponet_plain,std,0.105460087117237
0.1,1e-01,rho_F_repeated_3_steps,deeponet_plain,p95,1.0005052884267025
0.1,1e-01,rho_F_repeated_3_steps,deeponet_plain,max,1.01853899016855
0.1,1e-01,rho_F_repeated_3_steps,deeponet_plain,frac_gt_1,0.07421875
0.1,1e-01,rho_F_repeated_3_steps,deeponet_plain,mean_energy,0.8256936592411257
0.1,1e-01,rho_F_repeated_3_steps,deeponet_skip,n,256
0.1,1e-01,rho_F_repeated_3_steps,deeponet_skip,mean,0.1474812880498778
0.1,1e-01,rho_F_repeated_3_steps,deeponet_skip,median,0.1344443900007115
0.1,1e-01,rho_F_repeated_3_steps,deeponet_skip,std,0.054918696797682576
0.1,1e-01,rho_F_repeated_3_steps,deeponet_skip,p95,0.25514058244931787
0.1,1e-01,rho_F_repeated_3_steps,deeponet_skip,max,0.3647287746802088
0.1,1e-01,rho_F_repeated_3_steps,deeponet_skip,frac_gt_1,0.0
0.1,1e-01,rho_F_repeated_3_steps,deeponet_skip,mean_energy,0.02475501208570543
0.1,1e-01,rho_F_repeated_3_steps,deeponet_skip_fourier,n,256
0.1,1e-01,rho_F_repeated_3_steps,deeponet_skip_fourier,mean,0.10784716120454499
0.1,1e-01,rho_F_repeated_3_steps,deeponet_skip_fourier,median,0.10276689652392122
0.1,1e-01,rho_F_repeated_3_steps,deeponet_skip_fourier,std,0.03466401337507371
0.1,1e-01,rho_F_repeated_3_steps,deeponet_skip_fourier,p95,0.17710276345766884
0.1,1e-01,rho_F_repeated_3_steps,deeponet_skip_fourier,max,0.2697646083397244
0.1,1e-01,rho_F_repeated_3_steps,deeponet_skip_fourier,frac_gt_1,0.0
0.1,1e-01,rho_F_repeated_3_steps,deeponet_skip_fourier,mean_energy,0.012827910277274262
0.1,1e-01,training,deeponet_plain,best_val_loss,0.8265671711071345
0.1,1e-01,training,deeponet_plain,best_epoch,3000
0.1,1e-01,training,deeponet_skip,best_val_loss,0.1437269486910423
0.1,1e-01,training,deeponet_skip,best_epoch,3000
0.1,1e-01,training,deeponet_skip,omega_trained,0.6646596578415699
0.1,1e-01,training,deeponet_skip_fourier,best_val_loss,0.10412548292817077
0.1,1e-01,training,deeponet_skip_fourier,best_epoch,3000
0.1,1e-01,training,deeponet_skip_fourier,omega_trained,0.7435992657498053
0.01,1e-02,rho_F,jacobi,n,256
0.01,1e-02,rho_F,jacobi,mean,0.41539688133332675
0.01,1e-02,rho_F,jacobi,median,0.39806475797986035
0.01,1e-02,rho_F,jacobi,std,0.06318544538437326
0.01,1e-02,rho_F,jacobi,p95,0.5271639336930378
0.01,1e-02,rho_F,jacobi,max,0.6772936134046702
0.01,1e-02,rho_F,jacobi,frac_gt_1,0.0
0.01,1e-02,rho_F,jacobi,mean_energy,0.17653137421538953
0.01,1e-02,rho_F,gs,n,256
0.01,1e-02,rho_F,gs,mean,0.34611770739695985
0.01,1e-02,rho_F,gs,median,0.3362797397552259
0.01,1e-02,rho_F,gs,std,0.05126292411133482
0.01,1e-02,rho_F,gs,p95,0.4360601744813684
0.01,1e-02,rho_F,gs,max,0.5103784985004061
0.01,1e-02,rho_F,gs,frac_gt_1,0.0
0.01,1e-02,rho_F,gs,mean_energy,0.12241508957706088
0.01,1e-02,rho_F,sgs_ssor,n,256
0.01,1e-02,rho_F,sgs_ssor,mean,0.1727444349823893
0.01,1e-02,rho_F,sgs_ssor,median,0.16616953963315728
0.01,1e-02,rho_F,sgs_ssor,std,0.039393323797826695
0.01,1e-02,rho_F,sgs_ssor,p95,0.23712193934686815
0.01,1e-02,rho_F,sgs_ssor,max,0.32945363785960946
0.01,1e-02,rho_F,sgs_ssor,frac_gt_1,0.0
0.01,1e-02,rho_F,sgs_ssor,mean_energy,0.031386411925819716
0.01,1e-02,rho_F,deeponet_plain,n,256
0.01,1e-02,rho_F,deeponet_plain,mean,0.8735269247236559
0.01,1e-02,rho_F,deeponet_plain,median,0.9182130363665024
0.01,1e-02,rho_F,deeponet_plain,std,0.12314518478373446
0.01,1e-02,rho_F,deeponet_plain,p95,0.9974175831861127
0.01,1e-02,rho_F,deeponet_plain,max,1.0015271044255365
0.01,1e-02,rho_F,deeponet_plain,frac_gt_1,0.0234375
0.01,1e-02,rho_F,deeponet_plain,mean_energy,0.7781547875004962
0.01,1e-02,rho_F,deeponet_skip,n,256
0.01,1e-02,rho_F,deeponet_skip,mean,0.36154050862923515
0.01,1e-02,rho_F,deeponet_skip,median,0.3552972413686607
0.01,1e-02,rho_F,deeponet_skip,std,0.06577741884060696
0.01,1e-02,rho_F,deeponet_skip,p95,0.4817471439583339
0.01,1e-02,rho_F,deeponet_skip,max,0.6406831660158552
0.01,1e-02,rho_F,deeponet_skip,frac_gt_1,0.0
0.01,1e-02,rho_F,deeponet_skip,mean_energy,0.1350213071591041
0.01,1e-02,rho_F,deeponet_skip_fourier,n,256
0.01,1e-02,rho_F,deeponet_skip_fourier,mean,0.2812026201707968
0.01,1e-02,rho_F,deeponet_skip_fourier,median,0.2837007588816727
0.01,1e-02,rho_F,deeponet_skip_fourier,std,0.0549502709347148
0.01,1e-02,rho_F,deeponet_skip_fourier,p95,0.37315802743647053
0.01,1e-02,rho_F,deeponet_skip_fourier,max,0.5326065969814741
0.01,1e-02,rho_F,deeponet_skip_fourier,frac_gt_1,0.0
0.01,1e-02,rho_F,deeponet_skip_fourier,mean_energy,0.08208265081876762
0.01,1e-02,rho_C,jacobi,n,256
0.01,1e-02,rho_C,jacobi,mean,0.6523814956834189
0.01,1e-02,rho_C,jacobi,median,0.6282985164825884
0.01,1e-02,rho_C,jacobi,std,0.13834076530098238
0.01,1e-02,rho_C,jacobi,p95,0.856261535644224
0.01,1e-02,rho_C,jacobi,max,0.9326489757652016
0.01,1e-02,rho_C,jacobi,frac_gt_1,0.0
0.01,1e-02,rho_C,jacobi,mean_energy,0.4446650247880084
0.01,1e-02,rho_C,gs,n,256
0.01,1e-02,rho_C,gs,mean,0.5042737113314419
0.01,1e-02,rho_C,gs,median,0.45716180686270935
0.01,1e-02,rho_C,gs,std,0.134780423135041
0.01,1e-02,rho_C,gs,p95,0.7302582289285149
0.01,1e-02,rho_C,gs,max,0.8404321296178681
0.01,1e-02,rho_C,gs,frac_gt_1,0.0
0.01,1e-02,rho_C,gs,mean_energy,0.27238677839083597
0.01,1e-02,rho_C,sgs_ssor,n,256
0.01,1e-02,rho_C,sgs_ssor,mean,0.3415716207543991
0.01,1e-02,rho_C,sgs_ssor,median,0.2747867480884525
0.01,1e-02,rho_C,sgs_ssor,std,0.15220332026497196
0.01,1e-02,rho_C,sgs_ssor,p95,0.6121607907108282
0.01,1e-02,rho_C,sgs_ssor,max,0.750523371870625
0.01,1e-02,rho_C,sgs_ssor,frac_gt_1,0.0
0.01,1e-02,rho_C,sgs_ssor,mean_energy,0.13974653120017305
0.01,1e-02,rho_C,deeponet_plain,n,256
0.01,1e-02,rho_C,deeponet_plain,mean,1.0098129861944236
0.01,1e-02,rho_C,deeponet_plain,median,1.0087690011894987
0.01,1e-02,rho_C,deeponet_plain,std,0.0071890199972708645
0.01,1e-02,rho_C,deeponet_plain,p95,1.0236275509363075
0.01,1e-02,rho_C,deeponet_plain,max,1.0433257038654782
0.01,1e-02,rho_C,deeponet_plain,frac_gt_1,0.984375
0.01,1e-02,rho_C,deeponet_plain,mean_energy,1.0197737472125743
0.01,1e-02,rho_C,deeponet_skip,n,256
0.01,1e-02,rho_C,deeponet_skip,mean,0.6313513917878976
0.01,1e-02,rho_C,deeponet_skip,median,0.6029678462204122
0.01,1e-02,rho_C,deeponet_skip,std,0.14919236068230093
0.01,1e-02,rho_C,deeponet_skip,p95,0.8547710473496329
0.01,1e-02,rho_C,deeponet_skip,max,0.9386987459401542
0.01,1e-02,rho_C,deeponet_skip,frac_gt_1,0.0
0.01,1e-02,rho_C,deeponet_skip,mean_energy,0.42077599367782487
0.01,1e-02,rho_C,deeponet_skip_fourier,n,256
0.01,1e-02,rho_C,deeponet_skip_fourier,mean,0.6053088492327534
0.01,1e-02,rho_C,deeponet_skip_fourier,median,0.5703208635454284
0.01,1e-02,rho_C,deeponet_skip_fourier,std,0.15643482940739298
0.01,1e-02,rho_C,deeponet_skip_fourier,p95,0.8445734029050387
0.01,1e-02,rho_C,deeponet_skip_fourier,max,0.9316180667531773
0.01,1e-02,rho_C,deeponet_skip_fourier,frac_gt_1,0.0
0.01,1e-02,rho_C,deeponet_skip_fourier,mean_energy,0.3907750656242796
0.01,1e-02,rho_TG,jacobi,n,256
0.01,1e-02,rho_TG,jacobi,mean,0.2593336677291658
0.01,1e-02,rho_TG,jacobi,median,0.28871197233493834
0.01,1e-02,rho_TG,jacobi,std,0.10338662753469248
0.01,1e-02,rho_TG,jacobi,p95,0.3844677170736323
0.01,1e-02,rho_TG,jacobi,max,0.4839303780685619
0.01,1e-02,rho_TG,jacobi,frac_gt_1,0.0
0.01,1e-02,rho_TG,jacobi,mean_energy,0.07790099286635471
0.01,1e-02,rho_TG,gs,n,256
0.01,1e-02,rho_TG,gs,mean,0.21232418930099134
0.01,1e-02,rho_TG,gs,median,0.23938335873537536
0.01,1e-02,rho_TG,gs,std,0.06981804246492133
0.01,1e-02,rho_TG,gs,p95,0.29206128255890323
0.01,1e-02,rho_TG,gs,max,0.33182135976870875
0.01,1e-02,rho_TG,gs,frac_gt_1,0.0
0.01,1e-02,rho_TG,gs,mean_energy,0.04993707916965351
0.01,1e-02,rho_TG,sgs_ssor,n,256
0.01,1e-02,rho_TG,sgs_ssor,mean,0.1262896906135246
0.01,1e-02,rho_TG,sgs_ssor,median,0.126443214048719
0.01,1e-02,rho_TG,sgs_ssor,std,0.026113318194025587
0.01,1e-02,rho_TG,sgs_ssor,p95,0.16475131016316516
0.01,1e-02,rho_TG,sgs_ssor,max,0.24882663439442504
0.01,1e-02,rho_TG,sgs_ssor,frac_gt_1,0.0
0.01,1e-02,rho_TG,sgs_ssor,mean_energy,0.016628327649443823
0.01,1e-02,rho_TG,deeponet_plain,n,256
0.01,1e-02,rho_TG,deeponet_plain,mean,0.5519808038966728
0.01,1e-02,rho_TG,deeponet_plain,median,0.6346177055856983
0.01,1e-02,rho_TG,deeponet_plain,std,0.29529014871173487
0.01,1e-02,rho_TG,deeponet_plain,p95,0.8728369986596433
0.01,1e-02,rho_TG,deeponet_plain,max,0.990333368588424
0.01,1e-02,rho_TG,deeponet_plain,frac_gt_1,0.0
0.01,1e-02,rho_TG,deeponet_plain,mean_energy,0.3915384693594039
0.01,1e-02,rho_TG,deeponet_skip,n,256
0.01,1e-02,rho_TG,deeponet_skip,mean,0.23848117112734485
0.01,1e-02,rho_TG,deeponet_skip,median,0.2641456915847657
0.01,1e-02,rho_TG,deeponet_skip,std,0.09051730505569383
0.01,1e-02,rho_TG,deeponet_skip,p95,0.3387504677930676
0.01,1e-02,rho_TG,deeponet_skip,max,0.4493631490834023
0.01,1e-02,rho_TG,deeponet_skip,frac_gt_1,0.0
0.01,1e-02,rho_TG,deeponet_skip,mean_energy,0.06503464609636804
0.01,1e-02,rho_TG,deeponet_skip_fourier,n,256
0.01,1e-02,rho_TG,deeponet_skip_fourier,mean,0.2086040065930863
0.01,1e-02,rho_TG,deeponet_skip_fourier,median,0.22736032747361123
0.01,1e-02,rho_TG,deeponet_skip_fourier,std,0.06745711894446835
0.01,1e-02,rho_TG,deeponet_skip_fourier,p95,0.279374753265537
0.01,1e-02,rho_TG,deeponet_skip_fourier,max,0.37558768892277933
